Record_ID,Timestamp,Plant_Location,Production_Line,Machine_ID,Machine_Name,Machine_Type,Manufacturer,Model,Year_Installed,Operating_Hours,Motor_Temp_C,Ambient_Temp_C,Vibration_mm_s,RPM,Power_Draw_kW,Conveyor_Speed_m_min,Pressure_PSI,Hydraulic_Fluid_Temp_C,Noise_Level_dB,Product_Type,Batch_ID,Units_Produced,Defect_Count,Defect_Rate_Pct,Downtime_Minutes,Last_Maintenance_Date,Maintenance_Type,Days_Since_Maintenance,Firmware_Version,Sensor_Status,Error_Code,Error_Description,Operator_ID,Shift,Throughput_Units_Hr,OEE_Pct,Severity_Level,Severity_Description,Corrective_Action
REC-00240,2025-09-25 03:36:29,Toronto-Main,PAS-Line-C,TOR-OVN-6200-04,Rack Oven,Baking,Werner & Pfleiderer,Matador MD,2018,9229,56.1,23.4,2.73,1971,79.5,10.7,146.9,50.0,76.1,Bagels,B-20250925-8011,6686,4,0.06,0,2025-01-01,Corrective,267,v6.0.1,All Normal,E1005,Belt tension marginal,OP-1012,Morning (6AM-2PM),836,89.9,1,Normal Operation,Inspect belt at next downtime
REC-00488,2025-09-28 19:04:50,Mississauga-East,TRT-Line-A,MIS-PRF-7200-03,Retarder Proofer,Proofing,Revent,RPM-7020,2017,26272,55.5,28.8,0.52,590,26.7,23.3,24.6,54.6,65.4,Pound Cake,B-20250928-7325,9755,0,0.01,0,2025-09-08,Calibration,20,v6.0.1,Offline — Sensor #1,E1001,Minor vibration threshold exceeded,OP-1044,Afternoon (2PM-10PM),1219,95.0,1,Normal Operation,Monitor during next shift
REC-00034,2025-09-28 21:06:38,Brampton-West,BUN-Line-A,BRA-CIP-6600-03,CIP System,Sanitation,Alfa Laval,CIP Unit A3,2018,24187,60.6,26.8,3.91,3210,34.7,17.1,100.3,40.6,78.7,Bagels,B-20250928-4727,24970,322,1.29,0,2024-11-12,Corrective,320,v5.2.0,Degraded — Sensor #2,E1001,Minor vibration threshold exceeded,OP-1049,Night (10PM-6AM),3121,97.3,1,Normal Operation,Monitor during next shift
REC-00070,2025-09-29 11:58:43,Mississauga-East,PKG-Line-H,MIS-DIV-4200-02,Rotary Moulder,Dividing/Portioning,Baker Perkins,TruClean,2017,35992,50.8,23.0,1.76,3262,42.7,21.1,124.5,41.9,74.7,Cinnamon Rolls,B-20250929-5571,18787,48,0.26,5,2025-06-14,Emergency,107,v4.1.1,All Normal,E1007,Minor speed fluctuation logged,OP-1050,Afternoon (2PM-10PM),2373,87.5,1,Normal Operation,Log and monitor
REC-00155,2025-09-30 07:25:58,Toronto-Main,BRD-Line-B,TOR-DIV-4100-02,Volumetric Dough Divider,Dividing/Portioning,AMF Bakery,Flex Divider,2019,39584,61.7,23.7,1.09,2408,32.5,26.6,114.6,67.0,83.9,Muffins,B-20250930-8359,20374,50,0.25,0,2024-11-30,Inspection,304,v6.0.1,Degraded — Sensor #5,E0000,No fault detected,OP-1015,Afternoon (2PM-10PM),2547,90.3,1,Normal Operation,None required
REC-00471,2025-10-02 05:50:19,Toronto-Main,PKG-Line-D,TOR-DEP-1200-03,Piston Depositor,Depositing,Hinds-Bock,4P-16,2018,55632,43.3,29.1,3.63,957,18.6,26.2,104.3,63.3,80.1,Donuts,B-20251002-9189,3412,16,0.49,15,2024-10-17,Lubrication,350,v5.1.3,Offline — Sensor #1,E1003,Lubrication reminder triggered,OP-1021,Afternoon (2PM-10PM),440,86.2,1,Normal Operation,Schedule lubrication
REC-00267,2025-10-10 00:00:41,Vaughan-North,DON-Line-A,VAU-WTR-7700-05,Reverse Osmosis Unit,Water Treatment,Pentair,RO-4800,2017,63535,35.6,25.1,1.65,2507,49.8,11.5,98.3,67.9,78.1,Croissants,B-20251010-5806,24191,70,0.29,0,2024-11-13,Calibration,331,v5.2.0,All Normal,E1006,Sensor reading intermittent,OP-1031,Morning (6AM-2PM),3024,89.0,1,Normal Operation,Clean sensor housing
REC-00142,2025-10-10 12:42:19,Mississauga-East,ICE-Line-C,MIS-QC-5500-01,Vision Inspection System,Quality Control,Cognex,In-Sight 9000,2021,36257,36.6,27.6,0.73,699,18.1,21.3,58.4,63.9,65.6,Pita,B-20251010-2679,20688,82,0.4,0,2025-08-16,Overhaul,55,v5.2.0,Offline — Sensor #1,E1002,Slight temperature drift detected,OP-1033,Night (10PM-6AM),2586,97.7,1,Normal Operation,Recalibrate sensor at next PM
REC-00490,2025-10-10 21:56:24,Vaughan-North,PKG-Line-G,VAU-QC-5600-04,Metal Detector,Quality Control,Mettler-Toledo,Safeline,2019,32377,39.0,31.3,2.62,3087,8.8,19.3,137.0,54.7,80.3,Naan,B-20251010-7140,21602,79,0.37,0,2025-04-06,Emergency,187,v4.1.1,All Normal,E1006,Sensor reading intermittent,OP-1010,Afternoon (2PM-10PM),2700,91.1,1,Normal Operation,Clean sensor housing
REC-00495,2025-10-10 22:25:33,Brampton-West,FRZ-Line-C,BRA-DEP-1200-02,Piston Depositor,Depositing,Hinds-Bock,4P-16,2018,35647,107.0,21.7,23.4,1873,21.1,9.6,149.4,96.3,96.5,English Muffins,B-20251010-1514,4781,218,4.57,364,2025-05-19,Preventive,144,v3.2.1,Multiple Sensors Offline,E3001,Main drive motor failure,OP-1025,Morning (6AM-2PM),2473,38.5,3,Critical Failure,Replace motor — line down until repair
REC-00329,2025-10-11 17:15:25,Vaughan-North,DON-Line-B,VAU-QC-5600-03,Metal Detector,Quality Control,Mettler-Toledo,Safeline,2019,54328,63.6,30.0,2.58,1351,7.6,10.8,31.7,33.6,79.6,Hamburger Buns,B-20251011-3705,19351,208,1.08,0,2025-02-13,Preventive,240,v3.4.0,All Normal,E1004,Filter change indicator active,OP-1036,Afternoon (2PM-10PM),2419,86.9,1,Normal Operation,Replace filter at next maintenance window
REC-00467,2025-10-12 21:47:53,Vaughan-North,DON-Line-B,VAU-DEP-1100-03,Servo Depositor,Depositing,Unifiller,Multi-Station,2020,6622,91.3,20.1,14.82,1916,15.3,9.7,62.6,95.5,93.0,Danish Pastry,B-20251012-2681,21096,2529,11.99,719,2025-06-18,Inspection,116,v4.1.1,Degraded — Sensor #5,E3005,Conveyor chain snapped,OP-1020,Morning (6AM-2PM),21096,51.9,3,Critical Failure,Emergency stop — replace chain and sprockets
REC-00298,2025-10-13 02:56:40,Vaughan-North,PKG-Line-G,VAU-FRY-9900-03,Continuous Fryer,Frying,Heat and Control,MasterFryer,2018,23369,62.7,29.2,1.11,2589,99.2,12.9,69.6,72.7,66.3,Flatbread,B-20251013-4085,16057,229,1.43,0,2024-12-16,Corrective,301,v5.1.3,All Normal,E0000,No fault detected,OP-1041,Afternoon (2PM-10PM),2007,91.1,1,Normal Operation,None required
REC-00357,2025-10-18 23:36:48,Milton-South,MIX-Line-C,MIL-CLR-8100-01,Spiral Cooler,Cooling,IJ White,Ultra Spiral,2018,11288,44.0,30.5,3.35,853,21.6,4.6,137.2,45.4,80.1,Donuts,B-20251018-4253,11945,156,1.31,5,2025-09-12,Calibration,36,v6.0.1,All Normal,E1001,Minor vibration threshold exceeded,OP-1035,Night (10PM-6AM),1509,85.4,1,Normal Operation,Monitor during next shift
REC-00295,2025-10-22 06:00:01,Vaughan-North,DON-Line-B,VAU-CNV-1300-03,Modular Belt Conveyor,Conveying,Intralox,Series 2400,2018,38080,43.9,26.7,2.58,1845,7.8,14.1,67.8,52.4,70.5,White Bread,B-20251022-3942,14973,52,0.35,0,2025-09-08,Overhaul,44,v5.0.0,Degraded — Sensor #2,E1001,Minor vibration threshold exceeded,OP-1023,Morning (6AM-2PM),1872,89.4,1,Normal Operation,Monitor during next shift
REC-00393,2025-10-25 01:30:33,Mississauga-East,TRT-Line-B,MIS-OVN-6200-04,Rack Oven,Baking,Werner & Pfleiderer,Matador MD,2018,9732,100.8,26.2,13.83,1030,92.4,23.1,125.0,91.4,81.1,White Bread,B-20251025-5094,2363,333,14.1,363,2024-12-13,Corrective,316,v3.2.1,Degraded — Sensor #2,E3006,Oven heating element failure — complete,OP-1029,Morning (6AM-2PM),1212,12.8,3,Critical Failure,Shut down oven — replace element bank
REC-00008,2025-10-31 14:45:10,Milton-South,PKG-Line-F,MIL-DEC-3400-04,Icing Applicator,Decorating,FLM,SprayMaster 200,2020,58612,36.8,20.7,3.41,1937,9.4,7.1,80.1,69.4,66.5,Artisan Sourdough,B-20251031-2604,2157,25,1.2,0,2025-10-03,Preventive,28,v3.4.0,Offline — Sensor #1,E1001,Minor vibration threshold exceeded,OP-1011,Afternoon (2PM-10PM),270,86.0,1,Normal Operation,Monitor during next shift
REC-00238,2025-10-31 22:04:16,Toronto-Main,BRD-Line-B,TOR-OVN-6100-01,Tunnel Oven,Baking,GEA,ThermoGlide 3000,2016,53973,49.1,28.6,4.13,3304,69.7,18.9,96.4,39.0,78.4,White Bread,B-20251031-2487,5269,3,0.06,0,2024-11-27,Emergency,338,v5.1.3,All Normal,E0000,No fault detected,OP-1011,Night (10PM-6AM),659,92.7,1,Normal Operation,None required
REC-00367,2025-11-04 08:59:42,Vaughan-North,PKG-Line-G,VAU-SLC-2100-03,Ultrasonic Slicer,Slicing,Bettendorf Stanford,UltraCut,2019,42823,41.0,30.5,1.91,2194,17.0,13.5,98.5,69.5,84.0,Danish Pastry,B-20251104-6771,13551,182,1.35,0,2025-09-09,Preventive,56,v3.4.0,Degraded — Sensor #5,E1006,Sensor reading intermittent,OP-1021,Afternoon (2PM-10PM),1694,89.2,1,Normal Operation,Clean sensor housing
REC-00397,2025-11-05 07:31:35,Vaughan-North,DON-Line-A,VAU-OVN-6100-05,Tunnel Oven,Baking,GEA,ThermoGlide 3000,2016,27435,47.7,23.3,3.38,3154,116.6,8.7,138.0,42.6,78.7,Tortillas,B-20251105-2401,8689,99,1.15,0,2024-11-22,Emergency,348,v5.1.3,All Normal,E1007,Minor speed fluctuation logged,OP-1003,Night (10PM-6AM),1086,84.6,1,Normal Operation,Log and monitor
REC-00224,2025-11-05 13:57:56,Mississauga-East,TRT-Line-B,MIS-PRF-7100-05,Continuous Proofer,Proofing,Auto-Bake,SerpSystem,2019,60867,36.2,23.5,2.38,3416,23.6,25.0,78.8,40.8,76.2,White Bread,B-20251105-7662,7643,87,1.15,0,2025-11-02,Predictive,3,v5.1.3,All Normal,E0000,No fault detected,OP-1016,Night (10PM-6AM),955,88.8,1,Normal Operation,None required
REC-00405,2025-11-07 19:42:21,Milton-South,PKG-Line-F,MIL-OVN-6300-02,Spiral Oven,Baking,Spooner,QuadraTherm,2020,49428,88.8,24.3,23.23,1412,100.2,16.2,96.5,107.8,82.4,Bagels,B-20251107-9082,11677,1229,10.53,498,2025-01-09,Preventive,302,v5.2.0,Multiple Sensors Offline,E3009,Electrical fault — arc flash risk,OP-1021,Afternoon (2PM-10PM),11677,37.1,3,Critical Failure,De-energize immediately — call certified electrician
REC-00258,2025-11-07 22:52:59,Brampton-West,FRZ-Line-C,BRA-WTR-7700-02,Reverse Osmosis Unit,Water Treatment,Pentair,RO-4800,2017,38416,36.6,20.3,1.09,2013,38.5,29.9,140.5,31.8,72.1,Artisan Sourdough,B-20251107-8949,15499,52,0.34,0,2024-12-05,Inspection,337,v3.4.0,Degraded — Sensor #5,E1007,Minor speed fluctuation logged,OP-1008,Afternoon (2PM-10PM),1937,89.5,1,Normal Operation,Log and monitor
REC-00465,2025-11-08 13:22:35,Mississauga-East,TRT-Line-A,MIS-ING-8800-02,Ingredient Dosing System,Ingredient Handling,Brabender,FlexWall Plus,2020,28054,58.3,20.1,1.29,2273,20.3,24.4,67.1,40.4,83.9,Danish Pastry,B-20251108-3732,12770,143,1.12,5,2025-02-19,Predictive,262,v3.4.0,Degraded — Sensor #5,E1003,Lubrication reminder triggered,OP-1041,Night (10PM-6AM),1613,91.6,1,Normal Operation,Schedule lubrication
REC-00476,2025-11-08 14:07:39,Toronto-Main,BRD-Line-B,TOR-MIX-3200-05,High-Speed Batter Blender,Mixing,Shaffer,BM-2400,2020,31390,49.3,28.1,3.33,2433,38.3,27.1,23.6,56.9,73.6,Croissants,B-20251108-7492,7551,7,0.1,0,2025-01-25,Inspection,287,v5.0.0,All Normal,E1005,Belt tension marginal,OP-1022,Morning (6AM-2PM),944,83.0,1,Normal Operation,Inspect belt at next downtime
REC-00105,2025-11-10 14:39:42,Brampton-West,BUN-Line-A,BRA-DEP-1100-01,Servo Depositor,Depositing,Unifiller,Multi-Station,2020,62596,44.3,19.9,3.47,146,12.0,28.7,88.0,65.2,79.4,Donuts,B-20251110-7092,4659,51,1.11,0,2025-04-01,Emergency,223,v3.4.0,All Normal,E0000,No fault detected,OP-1022,Afternoon (2PM-10PM),582,82.2,1,Normal Operation,None required
REC-00176,2025-11-10 15:10:56,Mississauga-East,ICE-Line-C,MIS-FRY-9900-04,Continuous Fryer,Frying,Heat and Control,MasterFryer,2018,14437,44.7,25.8,2.37,382,96.8,14.6,126.5,54.4,74.1,Danish Pastry,B-20251110-7210,24540,319,1.3,10,2025-01-23,Predictive,291,v3.2.1,All Normal,E1005,Belt tension marginal,OP-1050,Night (10PM-6AM),3133,96.6,1,Normal Operation,Inspect belt at next downtime
REC-00453,2025-11-11 14:27:37,Milton-South,CKE-Line-A,MIL-CIP-6600-02,CIP System,Sanitation,Alfa Laval,CIP Unit A3,2018,59727,59.7,19.2,4.0,1104,31.4,17.3,105.9,55.1,81.3,White Bread,B-20251111-3301,2728,24,0.88,10,2025-10-04,Lubrication,38,v5.1.3,All Normal,E1006,Sensor reading intermittent,OP-1048,Morning (6AM-2PM),348,85.2,1,Normal Operation,Clean sensor housing
REC-00426,2025-11-13 21:24:48,Milton-South,CKE-Line-A,MIL-WTR-7700-03,Reverse Osmosis Unit,Water Treatment,Pentair,RO-4800,2017,39925,59.9,25.5,3.25,962,51.9,14.1,104.0,60.7,70.8,English Muffins,B-20251113-9253,18575,48,0.26,10,2025-05-10,Emergency,187,v3.4.0,Offline — Sensor #1,E1007,Minor speed fluctuation logged,OP-1017,Morning (6AM-2PM),2371,88.2,1,Normal Operation,Log and monitor
REC-00059,2025-11-14 02:34:11,Vaughan-North,FRY-Line-C,VAU-CLR-8100-04,Spiral Cooler,Cooling,IJ White,Ultra Spiral,2018,47355,59.0,20.5,3.41,1303,16.1,4.2,105.9,43.8,77.1,Naan,B-20251114-3730,23102,27,0.12,10,2025-03-04,Inspection,255,v5.1.3,All Normal,E1004,Filter change indicator active,OP-1003,Night (10PM-6AM),2949,97.9,1,Normal Operation,Replace filter at next maintenance window
REC-00382,2025-11-17 11:16:32,Milton-South,MIX-Line-C,MIL-QC-5700-03,Checkweigher,Quality Control,Ishida,DACS-G,2020,30027,48.8,20.0,4.15,1338,11.7,18.2,68.5,57.9,83.0,Bagels,B-20251117-1877,13366,5,0.04,0,2025-03-23,Predictive,239,v5.2.0,All Normal,E1006,Sensor reading intermittent,OP-1030,Night (10PM-6AM),1671,83.4,1,Normal Operation,Clean sensor housing
REC-00030,2025-11-17 23:30:25,Milton-South,CKE-Line-B,MIL-QC-5500-04,Vision Inspection System,Quality Control,Cognex,In-Sight 9000,2021,7979,44.6,22.0,0.92,1740,17.8,17.4,79.1,44.2,71.5,Flatbread,B-20251117-9431,537,1,0.24,0,2025-03-21,Inspection,241,v5.2.0,All Normal,E1005,Belt tension marginal,OP-1013,Night (10PM-6AM),67,93.1,1,Normal Operation,Inspect belt at next downtime
REC-00386,2025-11-21 11:23:33,Toronto-Main,PAS-Line-C,TOR-OVN-6300-04,Spiral Oven,Baking,Spooner,QuadraTherm,2020,59830,45.7,25.4,3.92,2201,59.0,20.4,65.7,62.4,71.8,Croissants,B-20251121-5560,22075,165,0.75,0,2025-03-31,Emergency,235,v5.2.0,Degraded — Sensor #2,E1002,Slight temperature drift detected,OP-1042,Afternoon (2PM-10PM),2759,96.4,1,Normal Operation,Recalibrate sensor at next PM
REC-00480,2025-11-22 10:46:16,Toronto-Main,BRD-Line-A,TOR-FRY-9900-01,Continuous Fryer,Frying,Heat and Control,MasterFryer,2018,54900,100.7,26.4,11.07,2611,154.6,28.3,140.7,91.9,89.7,Pita,B-20251122-2906,22412,2173,9.7,222,2025-06-15,Corrective,160,v5.1.3,Degraded — Sensor #2,E3002,Catastrophic bearing seizure,OP-1024,Morning (6AM-2PM),5212,27.4,3,Critical Failure,Emergency shutdown — replace bearing assembly
REC-00151,2025-11-22 20:08:55,Milton-South,MIX-Line-C,MIL-WTR-7700-05,Reverse Osmosis Unit,Water Treatment,Pentair,RO-4800,2017,9132,60.3,28.3,3.93,2666,29.8,4.1,22.4,52.8,65.6,Flatbread,B-20251122-4485,1701,3,0.21,5,2025-08-24,Emergency,90,v6.0.1,Degraded — Sensor #5,E1001,Minor vibration threshold exceeded,OP-1024,Afternoon (2PM-10PM),215,85.1,1,Normal Operation,Monitor during next shift
REC-00202,2025-11-23 13:58:50,Mississauga-East,ICE-Line-C,MIS-PKG-0100-03,Flow Wrapper,Packaging,Bosch,Pack 401,2020,55571,62.4,29.4,9.54,2961,31.6,14.8,109.0,62.0,91.6,Cinnamon Rolls,B-20251123-4666,5209,217,4.18,87,2025-08-13,Emergency,102,v5.1.3,Offline — Sensor #1,E2009,Freezer compressor cycling abnormally,OP-1012,Night (10PM-6AM),795,58.6,2,Degraded Performance,Check refrigerant charge and compressor
REC-00188,2025-11-28 18:14:27,Mississauga-East,TRT-Line-B,MIS-FRZ-9100-02,Spiral Freezer,Freezing,JBT FoodTech,GYRoCOMPACT,2019,40078,60.9,24.0,1.74,3254,66.9,28.1,139.2,44.3,76.1,Hot Dog Buns,B-20251128-4016,10907,115,1.06,5,2025-02-23,Predictive,278,v3.2.1,All Normal,E1003,Lubrication reminder triggered,OP-1027,Afternoon (2PM-10PM),1378,96.6,1,Normal Operation,Schedule lubrication
REC-00007,2025-12-02 08:37:24,Toronto-Main,BRD-Line-B,TOR-FRZ-9200-01,Tunnel Freezer,Freezing,Starfrost,IQF Helix,2021,24156,52.7,30.7,0.53,1453,52.0,8.7,107.0,39.6,67.6,Pound Cake,B-20251202-4981,15998,169,1.06,0,2025-11-21,Calibration,11,v4.1.1,Degraded — Sensor #2,E1003,Lubrication reminder triggered,OP-1007,Night (10PM-6AM),2000,85.7,1,Normal Operation,Schedule lubrication
REC-00283,2025-12-04 06:33:12,Milton-South,CKE-Line-B,MIL-PKG-0200-03,Case Packer,Packaging,Brenton,M2000,2019,15803,85.7,18.1,19.76,139,45.9,13.6,136.4,98.1,99.1,Artisan Sourdough,B-20251204-2329,21769,2418,11.11,122,2025-04-12,Corrective,236,v3.2.1,Degraded — Sensor #5,E3006,Oven heating element failure — complete,OP-1044,Morning (6AM-2PM),3648,33.5,3,Critical Failure,Shut down oven — replace element bank
REC-00141,2025-12-04 11:18:41,Brampton-West,BUN-Line-B,BRA-DEC-3400-05,Icing Applicator,Decorating,FLM,SprayMaster 200,2020,47876,56.4,28.0,4.24,2912,10.9,20.8,147.6,59.3,84.2,Danish Pastry,B-20251204-9888,23251,220,0.95,0,2025-03-16,Lubrication,263,v3.4.0,All Normal,E1005,Belt tension marginal,OP-1036,Afternoon (2PM-10PM),2906,85.4,1,Normal Operation,Inspect belt at next downtime
REC-00373,2025-12-06 07:09:56,Brampton-West,BUN-Line-A,BRA-OVN-6300-02,Spiral Oven,Baking,Spooner,QuadraTherm,2020,62076,61.0,23.9,2.55,2910,70.7,26.4,104.3,36.6,82.5,Hot Dog Buns,B-20251206-4941,1043,12,1.17,0,2025-06-02,Inspection,187,v4.0.2,All Normal,E1007,Minor speed fluctuation logged,OP-1002,Afternoon (2PM-10PM),130,83.1,1,Normal Operation,Log and monitor
REC-00447,2025-12-09 11:22:29,Brampton-West,BUN-Line-A,BRA-SLC-2100-05,Ultrasonic Slicer,Slicing,Bettendorf Stanford,UltraCut,2019,20184,87.2,26.2,4.8,2480,22.7,4.8,134.6,32.3,99.8,Hamburger Buns,B-20251209-4218,16172,414,2.56,41,2025-10-23,Corrective,47,v6.0.1,All Normal,E2002,Hydraulic pressure out of range,OP-1031,Morning (6AM-2PM),2210,61.1,2,Degraded Performance,Check hydraulic lines and seals
REC-00074,2025-12-13 21:34:17,Milton-South,CKE-Line-B,MIL-MIX-3100-03,Industrial Dough Mixer,Mixing,VMI,Phebus K1600,2018,53823,40.3,19.2,3.92,2841,41.6,29.5,82.1,72.1,65.1,Flatbread,B-20251213-4858,15138,204,1.35,0,2025-07-14,Emergency,152,v5.1.3,All Normal,E1003,Lubrication reminder triggered,OP-1038,Night (10PM-6AM),1892,90.2,1,Normal Operation,Schedule lubrication
REC-00446,2025-12-14 12:45:16,Mississauga-East,TRT-Line-A,MIS-ING-8900-02,Flour Sifter,Ingredient Handling,Kason,Vibroscreen,2016,50586,47.0,31.5,0.9,3567,17.2,26.4,146.2,32.5,76.3,Cinnamon Rolls,B-20251214-5009,8890,43,0.49,0,2025-09-01,Predictive,104,v4.1.1,Offline — Sensor #1,E0000,No fault detected,OP-1045,Night (10PM-6AM),1111,86.3,1,Normal Operation,None required
REC-00165,2025-12-15 16:40:29,Milton-South,CKE-Line-A,MIL-MIX-3100-02,Industrial Dough Mixer,Mixing,VMI,Phebus K1600,2018,26866,53.4,31.4,1.54,1505,50.6,16.0,47.4,61.5,72.4,Flatbread,B-20251215-5581,15269,125,0.82,0,2025-02-20,Predictive,298,v4.0.2,Offline — Sensor #1,E1005,Belt tension marginal,OP-1007,Night (10PM-6AM),1909,86.3,1,Normal Operation,Inspect belt at next downtime
REC-00383,2025-12-15 22:16:23,Toronto-Main,BRD-Line-A,TOR-DIV-4200-03,Rotary Moulder,Dividing/Portioning,Baker Perkins,TruClean,2017,56387,59.7,26.2,2.76,2192,40.0,3.5,46.7,36.5,79.8,Pound Cake,B-20251215-3234,7825,81,1.04,0,2025-01-16,Predictive,333,v5.0.0,All Normal,E1001,Minor vibration threshold exceeded,OP-1047,Morning (6AM-2PM),978,83.9,1,Normal Operation,Monitor during next shift
REC-00332,2025-12-16 03:14:11,Milton-South,MIX-Line-C,MIL-PKG-0400-01,Labeling System,Packaging,Videojet,9550,2020,2337,72.1,25.2,4.05,729,10.9,27.6,20.9,64.6,86.3,Pound Cake,B-20251216-7477,12765,384,3.01,40,2025-06-19,Emergency,180,v5.1.3,Offline — Sensor #1,E2003,Conveyor belt misalignment detected,OP-1012,Night (10PM-6AM),1741,57.3,2,Degraded Performance,Realign belt and inspect rollers
REC-00437,2025-12-16 14:03:31,Mississauga-East,PKG-Line-H,MIS-PKG-0300-05,Palletizer Robot,Packaging,FANUC,M-410iC,2021,27496,100.4,28.4,13.43,962,66.3,6.8,70.7,86.1,96.5,Hamburger Buns,B-20251216-8971,18893,2465,13.05,275,2025-04-16,Lubrication,244,v3.4.0,Degraded — Sensor #2,E3001,Main drive motor failure,OP-1048,Night (10PM-6AM),5530,25.4,3,Critical Failure,Replace motor — line down until repair
REC-00058,2025-12-22 18:23:49,Vaughan-North,DON-Line-B,VAU-OVN-6300-01,Spiral Oven,Baking,Spooner,QuadraTherm,2020,48926,36.3,31.8,1.3,2324,78.7,3.0,104.1,42.9,82.2,Whole Wheat Bread,B-20251222-6438,9452,5,0.06,0,2025-05-01,Corrective,235,v5.1.3,All Normal,E1003,Lubrication reminder triggered,OP-1026,Night (10PM-6AM),1182,90.2,1,Normal Operation,Schedule lubrication
REC-00036,2025-12-23 17:53:54,Milton-South,CKE-Line-B,MIL-SHT-5100-04,Dough Sheeter,Sheeting/Laminating,Rademaker,Sigma Laminator,2021,63946,113.8,23.4,15.21,2079,24.8,12.7,66.7,81.8,97.5,White Bread,B-20251223-7484,9494,640,6.75,429,2025-06-29,Preventive,177,v3.2.1,Degraded — Sensor #5,E3005,Conveyor chain snapped,OP-1019,Morning (6AM-2PM),9494,11.0,3,Critical Failure,Emergency stop — replace chain and sprockets
REC-00427,2025-12-27 12:40:47,Milton-South,CKE-Line-A,MIL-OVN-6200-05,Rack Oven,Baking,Werner & Pfleiderer,Matador MD,2018,45144,49.0,18.5,1.79,2972,57.2,12.0,137.1,37.1,74.5,English Muffins,B-20251227-2641,6631,56,0.85,15,2025-02-06,Lubrication,324,v5.0.0,Degraded — Sensor #5,E1002,Slight temperature drift detected,OP-1030,Night (10PM-6AM),856,91.4,1,Normal Operation,Recalibrate sensor at next PM
REC-00349,2025-12-30 18:05:55,Brampton-West,FRZ-Line-C,BRA-CIP-6600-04,CIP System,Sanitation,Alfa Laval,CIP Unit A3,2018,49353,43.6,20.4,1.12,756,24.7,25.3,108.4,69.4,76.1,Tortillas,B-20251230-9222,10528,138,1.32,0,2025-07-10,Overhaul,173,v5.2.0,Degraded — Sensor #5,E0000,No fault detected,OP-1018,Morning (6AM-2PM),1316,91.7,1,Normal Operation,None required
REC-00460,2025-12-30 19:53:13,Toronto-Main,BRD-Line-A,TOR-FRZ-9100-03,Spiral Freezer,Freezing,JBT FoodTech,GYRoCOMPACT,2019,26359,47.6,29.3,1.2,843,78.1,27.9,122.3,31.3,69.1,Flatbread,B-20251230-7114,9189,71,0.78,0,2025-02-16,Lubrication,317,v3.2.1,All Normal,E1002,Slight temperature drift detected,OP-1022,Morning (6AM-2PM),1149,93.9,1,Normal Operation,Recalibrate sensor at next PM
REC-00496,2025-12-31 07:22:48,Vaughan-North,PKG-Line-G,VAU-DIV-4100-03,Volumetric Dough Divider,Dividing/Portioning,AMF Bakery,Flex Divider,2019,47669,47.2,24.8,1.87,1192,22.5,14.6,107.3,66.2,83.3,Danish Pastry,B-20251231-2859,1253,17,1.41,0,2025-06-21,Predictive,193,v3.4.0,Offline — Sensor #1,E1006,Sensor reading intermittent,OP-1005,Morning (6AM-2PM),157,90.8,1,Normal Operation,Clean sensor housing
REC-00461,2025-12-31 21:35:53,Toronto-Main,BRD-Line-B,TOR-DEC-3400-01,Icing Applicator,Decorating,FLM,SprayMaster 200,2020,37355,65.1,31.8,4.6,560,17.7,15.0,74.0,70.4,91.0,White Bread,B-20251231-6102,16105,438,2.72,43,2025-06-20,Inspection,194,v5.0.0,Degraded — Sensor #2,E2009,Freezer compressor cycling abnormally,OP-1021,Night (10PM-6AM),2211,57.5,2,Degraded Performance,Check refrigerant charge and compressor
REC-00450,2026-01-03 00:47:56,Toronto-Main,PAS-Line-C,TOR-FRZ-9100-05,Spiral Freezer,Freezing,JBT FoodTech,GYRoCOMPACT,2019,46032,58.0,22.6,3.64,2215,109.5,20.3,122.5,65.1,70.4,Tortillas,B-20260103-8732,10448,133,1.28,10,2025-10-15,Lubrication,80,v4.0.2,All Normal,E1003,Lubrication reminder triggered,OP-1022,Night (10PM-6AM),1334,92.6,1,Normal Operation,Schedule lubrication
REC-00234,2026-01-04 01:36:42,Toronto-Main,PAS-Line-C,TOR-DEC-3400-02,Icing Applicator,Decorating,FLM,SprayMaster 200,2020,34236,38.6,23.1,1.61,2068,12.5,26.3,101.6,51.4,78.9,Hot Dog Buns,B-20260104-7114,17294,257,1.49,0,2025-01-16,Preventive,353,v5.0.0,Degraded — Sensor #5,E0000,No fault detected,OP-1038,Morning (6AM-2PM),2162,91.6,1,Normal Operation,None required
REC-00247,2026-01-08 07:17:20,Vaughan-North,DON-Line-B,VAU-PKG-0400-01,Labeling System,Packaging,Videojet,9550,2020,44699,48.0,25.2,2.66,2850,11.6,7.1,22.4,61.6,82.3,Pound Cake,B-20260108-4489,22153,66,0.3,0,2025-08-06,Inspection,155,v5.0.0,All Normal,E1004,Filter change indicator active,OP-1037,Night (10PM-6AM),2769,86.0,1,Normal Operation,Replace filter at next maintenance window
